Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average
Star Trek: Ascendancy,2016,3,3,180,14,2622,7
Fury of Dracula (Second Edition),2005,2,5,180,10,8982,7
Skull King,2013,2,6,30,8,4115,7
Medici,1995,2,6,60,10,7146,7
Exit: The Game - The Pharaoh's Tomb,2016,1,6,90,12,5329,7
Specter Ops,2015,2,5,120,13,5631,7
The Downfall of Pompeii,2004,2,4,45,10,7377,7
Coloretto,2003,2,5,30,8,18014,6
Leaving Earth,2015,1,5,180,15,2353,7
Escape: The Curse of the Temple,2012,1,5,10,8,15482,6
Kingdom Builder,2011,2,4,45,8,19682,6
Tokaido,2012,2,5,45,8,20663,6
Elder Sign,2011,1,8,90,13,22154,6
Steampunk Rally,2015,2,8,60,14,5743,7
Star Wars: X-Wing (Second Edition),2018,2,2,45,14,1689,8
Vegas Showdown,2005,3,5,75,12,6080,7
Cacao,2015,2,4,45,8,8315,7
Arkwright,2014,2,4,240,12,1999,7
Up Front,1983,2,3,60,12,2156,7
Yamataï,2017,2,4,80,13,5451,7
Eminent Domain,2011,2,4,45,10,9520,7
Advanced Squad Leader: Starter Kit #1,2004,2,2,120,13,2380,7
The Networks,2016,1,5,90,13,5269,7
High Society,1995,3,5,30,10,8929,7
The Duke,2013,2,2,30,13,3782,7
Tash-Kalar: Arena of Legends,2013,2,4,60,13,6071,7
The King's Dilemma,2019,3,5,60,14,1746,8
Praga Caput Regni,2020,1,4,120,12,1459,8
Arcadia Quest: Inferno,2017,2,4,120,13,1932,8
Love Letter: Batman,2015,2,4,20,10,5032,7
BANG! The Dice Game,2013,3,8,15,8,19826,6
Mandala,2019,2,2,20,10,2338,7
K2,2010,1,5,60,8,9076,7
Space Hulk,1989,2,4,45,12,3638,7
The Oracle of Delphi,2016,2,4,100,12,4206,7
Cry Havoc,2016,2,4,120,10,5901,7
HeroQuest,1989,2,5,90,14,10992,7
Dawn of the Zeds (Third Edition),2016,1,5,120,14,1584,8
Dragon Castle,2017,2,4,45,8,5628,7
Shipyard,2009,2,4,120,11,3715,7
Century: Eastern Wonders,2018,2,4,45,8,5556,7
Yspahan,2006,2,4,60,8,7746,7
Empires: Age of Discovery,2015,2,6,150,10,1890,7
Between Two Castles of Mad King Ludwig,2018,2,7,60,10,3947,7
Onirim (Second Edition),2014,1,2,15,10,8119,7
Middle-Earth Quest,2009,2,4,180,13,3946,7
Silver & Gold,2019,2,4,20,8,3692,7
Zombicide Season 2: Prison Outbreak,2013,1,6,60,13,4257,7
Mexica,2002,2,4,90,10,5063,7
Coal Baron,2013,2,4,75,10,4305,7
Crusaders: Thy Will Be Done,2018,2,4,60,14,2675,7
Ashes Reborn: Rise of the Phoenixborn,2015,2,4,120,14,5123,7
Between Two Cities,2015,1,7,25,8,9486,7
Wir sind das Volk!,2014,2,2,150,12,1987,7
Star Trek: Fleet Captains,2011,2,4,120,14,3153,7
World Without End,2009,2,4,120,12,4630,7
Carcassonne: The Castle,2003,2,2,30,8,7567,7
Ascension: Deckbuilding Game,2010,1,4,30,13,11811,7
6 nimmt!,1994,2,10,45,8,20629,6
Summoner Wars: Alliances Master Set,2014,2,4,45,9,1634,8
Telestrations: 12 Player Party Pack,2011,4,12,30,12,2166,7
D-Day at Omaha Beach,2009,1,2,480,12,1521,8
Churchill,2015,1,3,300,14,2373,7
Saint Petersburg (Second Edition),2014,2,5,60,13,2843,7
1989: Dawn of Freedom,2012,2,2,150,12,2043,7
Feudum,2017,2,5,180,12,2726,7
My Little Scythe,2017,1,6,60,8,3801,7
Diplomacy,1959,2,7,360,12,12105,7
Reef,2018,2,4,45,8,6821,7
Caverna: Cave vs Cave,2017,1,2,40,10,5067,7
Among the Stars,2012,2,4,30,12,6677,7
Ex Libris,2017,1,4,45,10,5014,7
Prêt-à-Porter,2010,2,4,90,10,3362,7
Super Motherload,2015,2,4,75,13,3358,7
Warhammer: Invasion,2009,2,2,45,13,5692,7
Space Hulk: Death Angel - The Card Game,2010,1,6,60,13,12222,6
Cribbage,1630,2,4,30,10,8302,7
Washington's War,2010,2,2,90,0,2375,7
King of New York,2014,2,6,40,10,14174,6
Villagers,2019,1,5,60,10,4182,7
Vast: The Crystal Caverns,2016,1,5,75,10,5833,7
Conflict of Heroes: Awakening the Bear! - Russia 1941-42,2008,1,4,120,10,2975,7
Deep Sea Adventure,2014,2,6,30,8,10755,6
Vasco da Gama,2009,2,4,120,12,4289,7
The Mind,2018,2,4,15,8,19317,6
Kanagawa,2016,2,4,45,10,7036,7
Wits & Wagers,2005,3,7,25,10,13372,6
Smartphone Inc.,2018,1,5,90,12,2047,7
Panamax,2014,2,4,100,12,3574,7
Exit: The Game - The Secret Lab,2016,1,6,150,12,5581,7
Oh My Goods!,2015,2,4,30,10,9383,7
13 Days: The Cuban Missile Crisis,2016,2,2,45,10,3758,7
Dungeons & Dragons: The Legend of Drizzt Board Game,2011,1,5,60,12,5572,7
Tribune: Primus Inter Pares,2007,2,5,120,12,4421,7
Napoleon's Triumph,2007,2,2,180,12,1699,7
Yedo,2012,2,5,180,14,3474,7
Blue Moon City,2006,2,4,50,14,7697,7
Disney Villainous,2018,2,6,50,10,9955,7
One Deck Dungeon,2016,1,2,45,14,8027,7
Finca,2009,2,4,45,10,6818,7
Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,14,5534,7
Tajemnicze Domostwo,2013,2,7,60,8,4882,7
XCOM: The Board Game,2015,1,4,120,14,7891,7
Spyfall,2014,3,8,15,13,18226,6
City of the Big Shoulders,2019,2,4,180,14,1729,7
FUSE,2015,1,5,10,10,7036,7
Squad Leader,1977,2,2,60,14,3154,7
Warhammer Underworlds: Shadespire,2017,2,2,30,12,2532,7
Blokus,2000,2,4,20,7,22895,6
Jambo,2004,2,2,45,12,7965,7
Lords of Xidit,2014,3,5,90,14,5261,7
Century: A New World,2019,2,4,45,8,2880,7
Civilization: A New Dawn,2017,2,4,120,14,4283,7
Zombie Kidz Evolution,2018,2,4,15,7,1918,7
The Pursuit of Happiness,2015,1,4,90,12,4107,7
Cooper Island,2019,1,4,120,12,2080,7
Reef Encounter,2004,2,4,120,10,4970,7
ZÈRTZ,1999,2,2,60,9,3915,7
A Fake Artist Goes to New York,2012,5,10,20,8,4790,7
Combat Commander: Pacific,2008,2,2,180,12,1472,8
Scoville,2014,2,6,90,13,4769,7
Draftosaurus,2019,2,5,15,8,4703,7
Unlock!: Heroic Adventures,2018,1,6,60,10,1835,7
Tinners' Trail,2008,3,4,90,13,3811,7
Treasure Island,2018,2,5,45,10,3747,7
Red7,2014,2,4,30,9,12692,6
King of Tokyo: Dark Edition,2020,2,6,30,8,1854,7
Black Angel,2019,1,4,120,12,3027,7
Star Wars: The Card Game,2012,2,2,60,10,5328,7
Spyrium,2013,2,5,75,12,5776,7
Summoner Wars: Phoenix Elves vs Tundra Orcs,2009,2,4,30,9,2559,7
AuZtralia,2018,1,4,120,13,3093,7
Whitehall Mystery,2017,2,4,60,13,2353,7
Outlive,2017,2,4,110,14,3581,7
Virgin Queen,2012,2,6,420,12,1553,8
Union Pacific,1999,2,6,90,12,4177,7
The Estates,2018,2,5,60,10,2551,7
In the Hall of the Mountain King,2019,2,5,90,12,2029,7
Brew Crafters,2013,2,5,90,12,2802,7
Conflict of Heroes: Awakening the Bear! - Operation Barbarossa 1941 (Second Edition),2012,2,4,180,13,1717,7
Friedrich,2004,3,4,210,12,2506,7
Legendary: A Marvel Deck Building Game - Villains,2014,1,5,45,14,2544,7
Hyperborea,2014,2,6,150,14,4393,7
Carcassonne: The City,2004,2,4,45,8,4210,7
Bonfire,2020,1,4,100,12,1585,7
Dogs of War,2014,3,5,75,14,2536,7
Not Alone,2016,2,7,45,10,7959,7
Perudo,1800,2,6,30,8,12606,6
Ricochet Robots,1999,1,99,30,10,8014,7
New Frontiers,2018,2,5,75,14,2189,7
Summoner Wars: Guild Dwarves vs Cave Goblins,2009,2,4,30,9,2329,7
Fugitive,2017,2,2,20,10,3922,7
Ca$h 'n Guns (Second Edition),2014,4,8,30,10,12627,6
My City,2020,2,4,30,10,1722,7
Celestia,2015,2,6,30,8,8395,6
Thunderstone,2009,1,5,60,12,10086,6
878 Vikings: Invasions of England,2017,2,4,120,12,2491,7
San Marco,2001,3,4,90,10,4241,7
Bridge,1925,4,4,60,12,2891,7
Genoa,2001,2,5,120,12,5910,7
Smash Up: Science Fiction Double Feature,2014,2,2,45,12,3677,7
Santiago,2003,3,5,75,10,4822,7
The Palaces of Carrara,2012,2,4,60,10,4066,7
Maharaja: The Game of Palace Building in India,2004,2,5,90,12,4872,7
Homesteaders,2009,2,4,90,14,3482,7
Last Night on Earth: The Zombie Game,2007,2,6,90,12,13531,6
Container,2007,3,5,90,12,4381,7
Morels,2012,2,2,30,10,7289,7
Akrotiri,2014,2,2,45,13,3632,7
Age of Industry,2010,2,5,120,13,2857,7
Rhino Hero: Super Battle,2017,2,4,20,5,3467,7
Tragedy Looper,2011,2,4,120,13,3974,7
Nova Luna,2019,1,4,60,8,2767,7
Signorie,2015,2,4,120,12,2635,7
Heroscape Master Set: Swarm of the Marro,2007,2,4,60,8,2267,7
Ascension: Storm of Souls,2011,1,4,30,13,3379,7
Roll Through the Ages: The Bronze Age,2008,1,4,45,8,11497,6
Louis XIV,2005,2,4,100,12,5343,7
Core Worlds,2011,2,5,120,10,3973,7
Heroes of Land,,,,,,,
CO₂: Second Chance,2018,1,4,120,12,2125,7
Diamant,2005,3,8,30,8,17088,6
Forbidden Island,2010,2,4,30,10,42018,6
Kanban EV,2020,1,4,180,14,965,8
Hawaii,2011,2,5,90,13,4192,7
The Castles of Burgundy: The Card Game,2016,1,4,60,12,5804,7
Web of Power,2000,3,5,60,12,3350,7
Rhino Hero,2011,2,5,15,5,8368,6
Pictomania,2011,3,6,25,9,3242,7
Thunder Alley,2014,2,7,90,10,3139,7
Tumblin-Dice,2004,2,4,45,13,3891,7
Kitchen Rush,2017,1,4,45,12,2750,7
Unfair,2017,2,5,125,14,3613,7
Gentes,2017,1,4,90,12,2391,7
Catacombs (Third Edition),2015,2,5,90,14,2241,7
Adrenaline,2016,3,5,60,12,5541,7
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,12,5858,7
Tiny Epic Quest,2017,1,4,60,14,6102,7
Legacy: The Testament of Duke de Crecy,2013,1,4,60,8,4010,7
Can't Stop,1980,2,4,30,9,13262,6
Pandemic: Rising Tide,2017,2,5,45,8,2081,7
Britannia,1986,3,5,300,12,4039,7
The Others,2016,2,5,90,14,3328,7
Lanterns: The Harvest Festival,2015,2,4,30,8,9610,6
The City of Kings,2018,1,4,180,14,2044,7
Shards of Infinity,2018,2,4,30,10,2431,7
Dale of Merchants,2015,2,4,30,10,3804,7
Tammany Hall,2007,3,5,90,12,3391,7
Flick 'em Up!,2015,2,10,45,7,7703,6
Wasteland Express Delivery Service,2017,2,5,120,13,2710,7
Dream Factory,2000,2,5,60,10,5080,7
Attika,2003,2,4,60,10,6331,7
Railroad Ink: Blazing Red Edition,2018,1,6,30,8,3782,7
Cloudspire,2019,1,4,180,13,1411,8
Ticket to Ride: Rails & Sails,2016,2,5,120,10,2967,7
5-Minute Dungeon,2017,2,5,30,8,6644,7
Palm Island,2018,1,2,15,10,3475,7
Fort,2020,2,4,40,10,2722,7
Empire of the Sun,2005,1,2,360,12,1418,8
Polis: Fight for the Hegemony,2012,2,2,120,12,2106,7
Wizard,1984,3,6,45,10,8365,6
Zooloretto,2007,2,5,45,8,13900,6
Concept,2013,4,12,40,10,15427,6
Ascension: Return of the Fallen,2011,1,2,30,13,3150,7
Crystal Palace,2019,2,5,150,14,1941,7
Mahjong,1850,3,4,120,8,6456,7
Qwixx,2012,2,5,15,8,9507,6
Discoveries: The Journals of Lewis and Clark,2015,2,4,60,14,4430,7
Trismegistus: The Ultimate Formula,2019,1,4,120,14,2033,7
Marvel Dice Masters: Uncanny X-Men,2014,2,2,60,14,3694,7
Snow Tails,2008,2,5,60,10,6018,6
Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,12,8445,6
Fabled Fruit,2016,2,5,30,8,5058,7
La Città,2000,2,5,120,12,5089,7
Legendary Encounters: A Predator Deck Building Game,2015,1,5,45,17,2428,7
Tang Garden,2020,1,4,60,14,2112,7
The Bloody Inn,2015,1,4,60,14,6186,6
Antike,2005,2,6,120,12,4580,7
Crown of Emara,2018,1,4,75,12,2230,7
DC Comics Deck-Building Game,2012,2,5,45,15,6313,7
Star Wars: The Queen's Gambit,2000,2,4,120,12,2096,7
The Lost Expedition,2017,1,5,50,14,4833,7
Meeple Circus,2017,2,5,45,8,4191,7
Zombicide Season 3: Rue Morgue,2015,1,12,60,14,2448,7
Merchant of Venus (Second Edition),2012,1,4,240,14,3592,7
Air,,,,,,,
Hannibal & Hamilcar,2018,2,2,200,12,1185,8
Gold West,2015,2,4,60,13,2358,7
Werewords,2017,4,10,10,8,3500,7
History of the World,1991,3,6,270,12,4365,7
Smash Up: Pretty Pretty Smash Up,2015,2,2,45,14,3192,7
CO₂,2012,1,5,120,12,3699,7
The Speicherstadt,2010,2,5,45,8,4760,7
Battle for Rokugan,2017,2,5,90,14,2368,7
Automobiles,2016,2,5,75,10,2640,7
Thunderstone: Dragonspire,2011,1,5,45,12,2637,7
Qwirkle,2006,2,4,45,6,16117,6
Space Hulk (Fourth Edition),2014,2,2,60,12,1574,7
Mr. Jack Pocket,2010,2,2,15,14,7575,6
Star Trek: Frontiers,2016,1,4,240,14,1532,7
Parade,2007,2,6,45,12,5935,6
The Grimm Forest,2018,2,4,60,14,4393,7
Disney Villainous: Wicked to the Core,2019,2,3,60,10,2022,7
Black Rose Wars,2019,1,4,90,14,1578,8
Mint Works,2017,1,4,20,13,4926,7
BattleCON: War of Indines,2010,2,4,60,9,1768,7
Rex: Final Days of an Empire,2012,3,6,180,14,4226,7
Manila,2005,3,5,60,10,5498,6
Valley of the Kings,2014,2,4,45,14,4239,7
Warhammer 40,,,,,,,
Cerebria: The Inside World,2018,1,4,120,14,1685,7
The Shipwreck Arcana,2017,2,5,30,12,2099,7
Railroad Revolution,2016,2,4,90,12,2415,7
Batman: Gotham City Chronicles,2019,2,4,90,14,2126,7
Wiz-War (Eighth Edition),2012,2,4,60,14,4645,7
Cottage Garden,2016,1,4,60,8,6992,6
Smash Up: Monster Smash,2014,2,2,45,12,2890,7
Bus,1999,3,5,120,14,2029,7
Tak,2017,2,2,60,12,2072,7
Black Fleet,2014,3,4,60,14,4929,7
Atlantis Rising (Second Edition),2019,1,7,120,10,1542,7
Menara,2018,1,4,60,8,2114,7
Sub Terra,2017,1,6,60,10,2946,7
Fields of Green,2016,2,4,45,12,3190,7
World's Fair 1893,2016,2,4,45,10,3182,7
SpaceCorp,2018,1,4,240,12,1712,7
Majesty: For the Realm,2017,2,4,40,7,5088,6
Stronghold,2009,2,4,120,10,3380,7
Jaws,2019,2,4,60,12,2892,7
Netrunner,1996,2,2,45,10,2328,7
Rivals for Catan,2010,2,2,120,10,5882,6
Islebound,2016,2,4,120,13,3112,7
Vinci,1999,3,6,90,14,3943,7
Tide of Iron,2007,2,4,120,12,3739,7
Fantastic Factories,2019,1,5,60,14,2080,7
A Study in Emerald,2013,2,5,90,13,3120,7
Wilderness War,2001,2,2,180,12,1686,7
Blitzkrieg!: World War Two in 20 Minutes,2019,1,2,45,14,1639,7
Nidavellir,2020,2,5,60,10,1434,7
Fleet: The Dice Game,2018,1,4,45,8,1532,7
Firenze,2010,2,4,60,12,2749,7
Nations: The Dice Game,2014,1,4,40,14,4905,6
Dice Hospital,2018,1,4,90,10,3095,7
Winner's Circle,2001,2,6,60,10,5054,6
Call to Adventure,2019,1,4,60,9,3281,7
The Big Book of Madness,2015,2,5,90,12,5646,6
Lovecraft Letter,2017,2,6,15,10,2974,7
Under Falling Skies,2020,1,1,40,12,1261,8
When I Dream,2016,4,10,40,8,4035,7
Condottiere,1995,2,6,45,14,8609,6
Via Nebula,2016,2,4,60,12,3841,7
Loony Quest,2015,2,5,30,8,5503,6
Istanbul: The Dice Game,2017,2,4,40,8,3167,7
Mr. Jack in New York,2009,2,2,30,14,2980,7
Blue Lagoon,2018,2,4,45,8,2955,7
Metropolys,2008,2,4,45,8,4007,7
Luxor,2018,2,4,45,8,2945,7
Tales & Games: The Hare & the Tortoise,2011,2,5,20,7,3646,7
Hey,,,,,,,
Ticket to Ride: New York,2018,2,4,15,8,4523,7
Battles of Westeros,2010,2,2,120,12,2802,7
Axis & Allies Anniversary Edition,2008,2,6,360,12,2594,7
Battle Cry,1999,2,2,45,10,3422,7
Terror in Meeple City,2013,2,4,45,8,7130,6
China,2005,3,5,45,12,4338,6
Zendo,2001,3,5,60,8,2690,7
Q.E.,2019,3,5,45,8,1841,7
Shadowrun: Crossfire,2014,1,4,60,13,3374,7
Falling Sky: The Gallic Revolt Against Caesar,2016,1,4,360,14,1389,7
ICECOOL,2016,2,4,30,6,8195,6
Smash Up,2012,2,4,45,12,23609,6
A Distant Plain,2013,1,4,300,12,1431,7
Lowlands,2018,2,4,100,12,2048,7
NMBR 9,2017,1,4,20,8,5704,6
Dice Town,2009,2,5,45,10,6793,6
Massive Darkness,2017,1,6,120,14,3998,7
DinoGenics,2019,1,5,120,14,1586,7
Quartermaster General,2014,2,6,90,12,2380,7
Fauna,2008,2,6,60,8,4019,7
The Search for Planet X,2020,1,4,60,13,1068,8
Letter Jam,2019,2,6,45,10,2403,7
Container: 10th Anniversary Jumbo Edition!,2018,3,5,90,13,1495,7
Fog of Love,2017,2,2,120,17,5343,6
The Lord of the Rings,2000,2,5,90,12,14282,6
Empires of the Void II,2018,2,5,180,13,1837,7
Princes of the Renaissance,2003,3,6,180,12,2167,7
Eight-Minute Empire: Legends,2013,2,4,32,13,4547,6
Ikusa,1986,2,5,360,12,4894,7
Quarriors!,2011,2,4,30,14,13151,6
Yggdrasil,2011,1,6,90,13,3764,7
Time of Crisis: The Roman Empire in Turmoil,,,,,,,
1812: The Invasion of Canada,2012,2,5,90,10,2214,7
Witness,2014,4,4,15,13,2401,7
Runebound: Second Edition,2005,2,6,240,12,7753,6
Honshū,2016,2,5,30,8,4317,6
Linko!,2014,2,5,20,10,4116,7
Diamonds: Second Edition,2014,2,6,30,8,4896,6
Wendake,2017,1,4,120,14,1758,7
1889: History of Shikoku Railways,2004,2,6,210,14,1147,8
Riverboat,2017,2,4,90,10,1861,7
Ambush!,1983,1,1,240,12,2184,7
Domaine,2003,2,4,60,12,4279,7
Love Letter,2019,2,6,20,10,1694,7
No Retreat! The Russian Front,2011,2,2,360,14,1473,7
Watson & Holmes,2015,2,7,75,12,2251,7
Warhammer Quest,1995,1,4,120,12,2373,7
Two Rooms and a Boom,2013,6,30,20,8,4297,7
Unmatched: Cobble & Fog,2020,2,4,40,9,938,8
Dream Home,2016,2,4,30,7,5534,6
Wildlands,2018,2,4,60,14,2441,7
Level 7 \91\Omega Protocol\93\,2013,2,6,90,14,1971,7
Sons of Anarchy: Men of Mayhem,2014,3,4,90,13,2567,7
Caylus Magna Carta,2007,2,4,75,10,4831,6
Legend of the Five Rings: The Card Game,2017,2,2,90,14,2199,7
Zombicide: Invader,2019,1,6,60,14,1507,7
Deep Space D-6,2015,1,1,30,10,2596,7
Unlock!: Escape Adventures - Squeek & Sausage,2017,1,6,75,10,2609,7
Disney Villainous: Evil Comes Prepared,2019,2,3,60,10,1666,7
Animal Upon Animal,2005,2,4,15,4,7126,6
Manoeuvre,2008,2,2,60,12,2332,7
Primordial Soup,1997,3,4,90,12,4547,6
Automania,2015,2,4,90,12,2171,7
Raccoon Tycoon,2018,2,5,90,8,2076,7
Hardback,2018,1,5,90,10,2224,7
Steam Park,2013,2,4,60,10,5506,6
Vikings Gone Wild,2017,2,4,90,10,3075,7
Power Grid: Factory Manager,2009,2,5,60,12,5800,6
Paper Tales,2017,2,5,30,12,3362,7
Kingsburg (Second Edition),2017,2,5,120,10,1827,7
Vanuatu,2011,2,5,90,12,2546,7
Whistle Stop,2017,2,5,75,13,2903,7
Loopin' Louie,1992,2,4,10,4,8400,6
Risk: Star Wars Edition,2015,2,4,45,10,3700,7
For the People,1998,2,2,360,12,1498,7
Fangs,2005,4,8,60,10,7993,6
Tsuro,2004,2,8,20,8,23341,6
Fortune and Glory: The Cliffhanger Game,2011,1,8,240,12,3533,7
Witch's Brew,2008,3,5,45,9,3656,7
Haggis,2010,2,3,45,13,3917,6
Herbaceous,2017,1,4,20,8,3396,7
Mottainai,2015,2,5,30,13,3491,7
Duelosaur Island,2018,1,2,45,10,2583,7
Imperial Struggle,2020,2,2,240,12,1002,8
Coconuts,2013,2,4,20,6,3712,7
Cat Lady,2017,2,4,30,8,3455,7
Pathfinder Adventure Card Game: Skull & Shackles - Base Set,2014,1,4,90,13,2413,7
Ninjato,2011,2,4,60,12,2606,7
The Magnificent,2019,1,4,90,14,1575,7
Ghost Fightin' Treasure Hunters,2013,2,4,30,8,2849,7
Yellow & Yangtze,2018,2,4,90,14,1266,7
Fleet,2012,2,4,45,10,4575,6
Plague Inc.: The Board Game,2017,1,4,60,14,2558,7
Blueprints,2013,2,4,30,14,6137,6
La Isla,2014,2,4,60,10,4957,6
Quarto,1991,2,2,20,8,5877,6
Hansa,2004,2,4,60,10,4939,6
Escape Room: The Game,2016,3,5,60,16,3236,7
Andean Abyss,2012,1,4,360,12,1648,7
Julius Caesar: Caesar,,,,,,,
Trains: Rising Sun,2014,2,4,45,12,1722,7
Peloponnes,2009,1,5,45,10,2741,7
Catan Card Game,1996,2,2,120,10,13018,6
Hamburgum,2007,2,5,75,12,3106,7
Archaeology: The New Expedition,2016,2,5,20,10,2804,7
Strasbourg,2011,3,5,60,12,2500,7
Coffee Roaster,2015,1,1,30,12,1586,7
The Prodigals Club,2015,2,5,100,14,2102,7
Chimera Station,2017,2,4,90,13,2140,7
Claustrophobia 1643,2019,2,2,90,14,1151,8
Hallertau,2020,1,4,140,12,979,8
Conflict of Heroes: Storms of Steel! - Kursk 1943,2009,1,4,120,12,1443,7
Three Kingdoms Redux,2014,3,3,165,14,1188,7
Carcassonne: South Seas,2013,2,5,35,8,3058,7
Fairy Tale,2004,2,5,30,10,8466,6
Legacy of Dragonholt,2017,1,6,999,14,2278,7
Dead Men Tell No Tales,2015,2,5,75,13,2986,7
Ultimate Werewolf: Ultimate Edition,2008,5,68,90,8,3772,7
The Reckoners,2018,1,6,100,13,1404,7
Merlin,2017,2,4,75,14,2836,7
Forum Trajanum,2018,2,4,120,12,2005,7
Planet Steam,2008,2,5,180,14,2744,7
Colossal Arena,1997,2,5,60,8,6970,6
Rise of Augustus,2013,2,6,30,8,7575,6
Machi Koro,2012,2,4,30,10,26236,6
Hacienda,2005,2,5,90,10,4034,6
Thunderbolt Apache Leader,2012,1,1,90,12,1120,8
GIPF,1996,2,2,60,9,2943,7
Fief: France 1429,2015,3,6,240,13,1988,7
Mission: Red Planet,2005,3,5,60,10,4117,6
Cleopatra and the Society of Architects,2006,3,5,60,10,6257,6
Keythedral,2002,2,5,90,8,2968,7
New York 1901,2015,2,4,60,8,5450,6
Agra,2017,2,4,120,12,1984,7
The Golden Ages,2014,2,4,90,12,2131,7
A Touch of Evil: The Supernatural Game,2008,2,8,120,12,4419,6
Reavers of Midgard,2019,2,4,120,14,1687,7
A Game of Thrones: The Card Game,2008,2,4,120,12,5986,6
Santiago de Cuba,2011,2,4,75,10,4232,6
Arkadia,2006,2,4,60,10,4095,6
Beyond the Sun,2020,2,4,120,14,979,8
Explorers of the North Sea,2016,1,4,60,12,2093,7
Liberty or Death: The American Insurrection,2016,1,4,360,14,1274,7
Java,2000,2,4,120,12,3333,7
Merchant of Venus,1988,1,6,180,12,2650,7
Catacombs,2010,2,5,60,12,2892,7
Jump Drive,2017,2,4,30,13,3221,7
Liberté,1998,3,6,90,14,2605,7
Kraftwagen,2015,2,4,75,10,2091,7
Crisis,2016,1,5,120,14,1524,7
Council of 4,2015,2,4,75,10,2405,7
Mythos Tales,2016,1,10,120,13,1835,7
Guildhall,2012,2,4,45,10,3917,6
Rallyman,2009,1,4,45,9,2406,7
Blokus Duo,2005,2,2,15,5,5107,6
Smash Up: It's Your Fault!,2016,2,2,60,14,1663,7
The Werewolves of Miller's Hollow,2001,8,18,30,10,9874,6
Encore!,2016,1,6,20,8,3256,7
The Game,2015,1,5,20,8,8490,6
Medieval Academy,2014,2,5,30,8,3545,6
Stick 'Em,1993,3,8,60,10,2934,7
Dungeon Twister,2004,2,2,60,11,5754,6
Viceroy,2014,1,4,60,13,5074,6
Medina,2001,3,4,60,10,2941,7
Dungeon Fighter,2011,1,6,60,14,5853,6
Ecos: First Continent,2019,2,6,75,14,2365,7
Rattus,2010,2,4,45,10,5676,6
Ponzi Scheme,2015,3,5,90,12,2321,7
Escape from the Aliens in Outer Space,2010,2,8,45,12,3878,6
Last Bastion,2019,1,4,45,14,1468,7
Cockroach Poker,2004,2,6,20,8,8657,6
Tiny Epic Zombies,2018,1,5,45,14,3705,7
Heroes of Normandie,2014,2,2,60,14,1931,7
Carcassonne: Winter Edition,2012,2,5,40,8,1674,7
Poker,1810,2,10,60,12,9276,6
Evo,2001,3,5,120,12,4375,6
Castle Panic,2009,1,6,60,10,14286,6
Hostage Negotiator,2015,1,1,20,13,4205,6
Elfenland,1998,2,6,60,10,8086,6
Thunderbirds,2015,1,4,60,10,1694,7
BattleTech,1985,2,20,90,12,3369,7
Dark Moon,2011,3,7,75,12,3117,7
Rialto,2013,2,5,45,10,3750,6
Irish Gauge,2014,3,5,60,12,1738,7
Ulm,2016,2,4,75,10,2756,7
Insider,2016,4,8,15,9,2689,7
Rise of Tribes,2018,2,4,60,10,2207,7
Eat Poop You Cat,0,3,99,20,0,1589,7
Fallout,2017,1,4,180,14,5435,6
Fire & Axe: A Viking Saga,2004,2,5,90,12,3021,7
Sylvion,2015,1,2,30,10,2575,7
Exit: The Game - The Sinister Mansion,2018,1,4,90,12,1595,7
Fireball Island: The Curse of Vul-Kar,2018,2,4,60,7,4175,6
Circadians: First Light,2019,1,4,90,12,1280,7
Ubongo,2003,1,4,25,8,7804,6
The Hunters: German U-Boats at War,,,,,,,
Street Masters,2018,1,4,120,14,980,8
Outfoxed!,2014,2,4,15,5,2386,7
Axis & Allies Europe 1940,2010,2,6,360,12,1877,7
The Magic Labyrinth,2009,2,4,30,6,4874,6
Mega Civilization,2015,5,18,720,12,946,8
Sentient,2017,2,4,60,12,2019,7
On Tour,2019,1,4,20,7,2691,7
Timeline: Inventions,2010,2,8,15,8,7257,6
Tournay,2011,2,4,60,12,2933,7
Titan,1980,2,6,240,12,3863,6
Royals,2014,2,5,60,10,2304,7
Ticket to Ride: London,2019,2,4,15,8,2067,7
Wings of War: Famous Aces,2004,2,4,30,10,4616,6
Villages of Valeria,2017,1,5,60,14,2767,7
Trails of Tucana,2019,1,8,15,8,1504,7
XenoShyft: Onslaught,2015,1,4,60,13,3336,6
Advanced Squad Leader: Starter Kit #2,2005,2,2,180,12,1147,7
Detective: City of Angels,2019,1,5,150,14,1031,8
Betrayal at Baldur's Gate,2017,3,6,60,12,2797,7
Clinic: Deluxe Edition,2020,1,4,150,14,1125,7
Unlock!: Escape Adventures - The Formula,2017,1,6,75,10,2508,7
Unmatched: Robin Hood vs. Bigfoot,2019,2,2,20,9,924,8
Era: Medieval Age,2019,1,4,60,8,1968,7
Saboteur,2004,3,10,30,8,25688,6
UBOOT: The Board Game,2019,1,4,120,12,1555,7
KeyForge: Age of Ascension,2019,2,2,45,14,1689,7
Roam,2019,2,4,45,8,1512,7
Starship Catan,2001,2,2,60,12,4293,6
Mykerinos,2006,2,4,60,10,3860,6
